n,t,y
1000,3.4600000000,-0.6162080218
1000,3.4650000000,-0.6178756577
1000,3.4700000000,-0.6195270698
1000,3.4750000000,-0.6211622206
1000,3.4800000000,-0.6227810731
1000,3.4850000000,-0.6243835908
1000,3.4900000000,-0.6259697373
1000,3.4950000000,-0.6275394768
1000,3.5000000000,-0.6290927738
1000,3.5050000000,-0.6306295934
1000,3.5100000000,-0.6321499008
1000,3.5150000000,-0.6336536617
1000,3.5200000000,-0.6351408424
1000,3.5250000000,-0.6366114092
1000,3.5300000000,-0.6380653291
1000,3.5350000000,-0.6395025694
1000,3.5400000000,-0.6409230979
1000,3.5450000000,-0.6423268826
1000,3.5500000000,-0.6437138920
1000,3.5550000000,-0.6450840951
1000,3.5600000000,-0.6464374611
1000,3.5650000000,-0.6477739598
1000,3.5700000000,-0.6490935613
1000,3.5750000000,-0.6503962361
1000,3.5800000000,-0.6516819552
1000,3.5850000000,-0.6529506899
1000,3.5900000000,-0.6542024119
1000,3.5950000000,-0.6554370934
1000,3.6000000000,-0.6566547069
1000,3.6050000000,-0.6578552255
1000,3.6100000000,-0.6590386224
1000,3.6150000000,-0.6602048715
1000,3.6200000000,-0.6613539471
1000,3.6250000000,-0.6624858236
1000,3.6300000000,-0.6636004761
1000,3.6350000000,-0.6646978802
1000,3.6400000000,-0.6657780115
1000,3.6450000000,-0.6668408465
1000,3.6500000000,-0.6678863618
1000,3.6550000000,-0.6689145345
1000,3.6600000000,-0.6699253421
1000,3.6650000000,-0.6709187626
1000,3.6700000000,-0.6718947743
1000,3.6750000000,-0.6728533560
1000,3.6800000000,-0.6737944869
1000,3.6850000000,-0.6747181466
1000,3.6900000000,-0.6756243152
1000,3.6950000000,-0.6765129731
1000,3.7000000000,-0.6773841013
1000,3.7050000000,-0.6782376809
1000,3.7100000000,-0.6790736938
1000,3.7150000000,-0.6798921221
1000,3.7200000000,-0.6806929484
1000,3.7250000000,-0.6814761557
1000,3.7300000000,-0.6822417273
1000,3.7350000000,-0.6829896473
1000,3.7400000000,-0.6837198998
1000,3.7450000000,-0.6844324695
1000,3.7500000000,-0.6851273416
1000,3.7550000000,-0.6858045017
1000,3.7600000000,-0.6864639357
1000,3.7650000000,-0.6871056301
1000,3.7700000000,-0.6877295717
1000,3.7750000000,-0.6883357478
1000,3.7800000000,-0.6889241460
1000,3.7850000000,-0.6894947546
1000,3.7900000000,-0.6900475621
1000,3.7950000000,-0.6905825575
1000,3.8000000000,-0.6910997302
1000,3.8050000000,-0.6915990702
1000,3.8100000000,-0.6920805675
1000,3.8150000000,-0.6925442131
1000,3.8200000000,-0.6929899981
1000,3.8250000000,-0.6934179140
1000,3.8300000000,-0.6938279529
1000,3.8350000000,-0.6942201072
1000,3.8400000000,-0.6945943699
1000,3.8450000000,-0.6949507342
1000,3.8500000000,-0.6952891939
1000,3.8550000000,-0.6956097433
1000,3.8600000000,-0.6959123768
1000,3.8650000000,-0.6961970897
1000,3.8700000000,-0.6964638773
1000,3.8750000000,-0.6967127357
1000,3.8800000000,-0.6969436611
1000,3.8850000000,-0.6971566505
1000,3.8900000000,-0.6973517009
1000,3.8950000000,-0.6975288102
1000,3.9000000000,-0.6976879764
1000,3.9050000000,-0.6978291980
1000,3.9100000000,-0.6979524741
1000,3.9150000000,-0.6980578040
1000,3.9200000000,-0.6981451877
1000,3.9250000000,-0.6982146253
1000,3.9300000000,-0.6982661177
1000,3.9350000000,-0.6982996659
1000,3.9400000000,-0.6983152717
1000,3.9450000000,-0.6983129370
1000,3.9500000000,-0.6982926642
1000,3.9550000000,-0.6982544564
1000,3.9600000000,-0.6981983168
1000,3.9650000000,-0.6981242492
1000,3.9700000000,-0.6980322579
1000,3.9750000000,-0.6979223475
1000,3.9800000000,-0.6977945230
1000,3.9850000000,-0.6976487901
1000,3.9900000000,-0.6974851546
1000,3.9950000000,-0.6973036231
1000,4.0000000000,-0.6971042022
1000,4.0050000000,-0.6968868993
1000,4.0100000000,-0.6966517220
1000,4.0150000000,-0.6963986786
1000,4.0200000000,-0.6961277776
1000,4.0250000000,-0.6958390280
1000,4.0300000000,-0.6955324393
1000,4.0350000000,-0.6952080212
1000,4.0400000000,-0.6948657842
1000,4.0450000000,-0.6945057391
1000,4.0500000000,-0.6941278969
1000,4.0550000000,-0.6937322693
1000,4.0600000000,-0.6933188683
1000,4.0650000000,-0.6928877065
1000,4.0700000000,-0.6924387967
1000,4.0750000000,-0.6919721524
1000,4.0800000000,-0.6914877872
1000,4.0850000000,-0.6909857155
1000,4.0900000000,-0.6904659518
1000,4.0950000000,-0.6899285112
1000,4.1000000000,-0.6893734093
1000,4.1050000000,-0.6888006620
1000,4.1100000000,-0.6882102857
1000,4.1150000000,-0.6876022971
1000,4.1200000000,-0.6869767135
1000,4.1250000000,-0.6863335526
1000,4.1300000000,-0.6856728325
1000,4.1350000000,-0.6849945716
1000,4.1400000000,-0.6842987890
1000,4.1450000000,-0.6835855041
1000,4.1500000000,-0.6828547365
1000,4.1550000000,-0.6821065066
1000,4.1600000000,-0.6813408350
1000,4.1650000000,-0.6805577428
1000,4.1700000000,-0.6797572516
1000,4.1750000000,-0.6789393832
1000,4.1800000000,-0.6781041600
1000,4.1850000000,-0.6772516048
1000,4.1900000000,-0.6763817409
1000,4.1950000000,-0.6754945918
1000,4.2000000000,-0.6745901816
1000,4.2050000000,-0.6736685348
1000,4.2100000000,-0.6727296763
1000,4.2150000000,-0.6717736314
1000,4.2200000000,-0.6708004258
1000,4.2250000000,-0.6698100858
1000,4.2300000000,-0.6688026379
1000,4.2350000000,-0.6677781090
1000,4.2400000000,-0.6667365267
1000,4.2450000000,-0.6656779187
1000,4.2500000000,-0.6646023133
1000,4.2550000000,-0.6635097392
1000,4.2600000000,-0.6624002254
1000,4.2650000000,-0.6612738015
1000,4.2700000000,-0.6601304973
1000,4.2750000000,-0.6589703433
1000,4.2800000000,-0.6577933700
1000,4.2850000000,-0.6565996087
1000,4.2900000000,-0.6553890910
1000,4.2950000000,-0.6541618487
1000,4.3000000000,-0.6529179143
1000,4.3050000000,-0.6516573206
1000,4.3100000000,-0.6503801008
1000,4.3150000000,-0.6490862884
1000,4.3200000000,-0.6477759175
1000,4.3250000000,-0.6464490225
1000,4.3300000000,-0.6451056382
1000,4.3350000000,-0.6437457999
1000,4.3400000000,-0.6423695431
1000,4.3450000000,-0.6409769039
1000,4.3500000000,-0.6395679188
1000,4.3550000000,-0.6381426245
1000,4.3600000000,-0.6367010584
1000,4.3650000000,-0.6352432579
1000,4.3700000000,-0.6337692612
1000,4.3750000000,-0.6322791067
1000,4.3800000000,-0.6307728332
1000,4.3850000000,-0.6292504800
1000,4.3900000000,-0.6277120865
1000,4.3950000000,-0.6261576929
1000,4.4000000000,-0.6245873395
1000,4.4050000000,-0.6230010672
1000,4.4100000000,-0.6213989170
1000,4.4150000000,-0.6197809307
1000,4.4200000000,-0.6181471500
1000,4.4250000000,-0.6164976174
1000,4.4300000000,-0.6148323756
1000,4.4350000000,-0.6131514678
1000,4.4400000000,-0.6114549373
1000,4.4450000000,-0.6097428281
1000,4.4500000000,-0.6080151845
1000,4.4550000000,-0.6062720511
1000,4.4600000000,-0.6045134729
1000,4.4650000000,-0.6027394954
1000,4.4700000000,-0.6009501642
1000,4.4750000000,-0.5991455257
1000,4.4800000000,-0.5973256262
1000,4.4850000000,-0.5954905128
1000,4.4900000000,-0.5936402327
1000,4.4950000000,-0.5917748335
1000,4.5000000000,-0.5898943633
1000,4.5050000000,-0.5879988705
1000,4.5100000000,-0.5860884038
1000,4.5150000000,-0.5841630124
1000,4.5200000000,-0.5822227458
1000,4.5250000000,-0.5802676538
1000,4.5300000000,-0.5782977866
1000,4.5350000000,-0.5763131949
1000,4.5400000000,-0.5743139296
1000,4.5450000000,-0.5723000419
1000,4.5500000000,-0.5702715837
1000,4.5550000000,-0.5682286069
1000,4.5600000000,-0.5661711638
1000,4.5650000000,-0.5640993073
1000,4.5700000000,-0.5620130904
1000,4.5750000000,-0.5599125665
1000,4.5800000000,-0.5577977895
1000,4.5850000000,-0.5556688136
1000,4.5900000000,-0.5535256931
1000,4.5950000000,-0.5513684829
1000,4.6000000000,-0.5491972383
1000,4.6050000000,-0.5470120147
1000,4.6100000000,-0.5448128681
1000,4.6150000000,-0.5425998547
1000,4.6200000000,-0.5403730309
1000,4.6250000000,-0.5381324538
1000,4.6300000000,-0.5358781805
1000,4.6350000000,-0.5336102686
1000,4.6400000000,-0.5313287760
1000,4.6450000000,-0.5290337610
1000,4.6500000000,-0.5267252821
1000,4.6550000000,-0.5244033983
1000,4.6600000000,-0.5220681687
1000,4.6650000000,-0.5197196530
1000,4.6700000000,-0.5173579109
1000,4.6750000000,-0.5149830028
1000,4.6800000000,-0.5125949892
1000,4.6850000000,-0.5101939308
1000,4.6900000000,-0.5077798889
1000,4.6950000000,-0.5053529250
1000,4.7000000000,-0.5029131009
1000,4.7050000000,-0.5004604787
1000,4.7100000000,-0.4979951209
1000,4.7150000000,-0.4955170902
1000,4.7200000000,-0.4930264497
1000,4.7250000000,-0.4905232627
1000,4.7300000000,-0.4880075929
1000,4.7350000000,-0.4854795044
1000,4.7400000000,-0.4829390614
1000,4.7450000000,-0.4803863286
1000,4.7500000000,-0.4778213707
1000,4.7550000000,-0.4752442531
1000,4.7600000000,-0.4726550412
1000,4.7650000000,-0.4700538009
1000,4.7700000000,-0.4674405981
1000,4.7750000000,-0.4648154993
1000,4.7800000000,-0.4621785712
1000,4.7850000000,-0.4595298808
1000,4.7900000000,-0.4568694952
1000,4.7950000000,-0.4541974821
1000,4.8000000000,-0.4515139092
1000,4.8050000000,-0.4488188448
1000,4.8100000000,-0.4461123571
1000,4.8150000000,-0.4433945149
1000,4.8200000000,-0.4406653870
1000,4.8250000000,-0.4379250429
1000,4.8300000000,-0.4351735518
1000,4.8350000000,-0.4324109837
1000,4.8400000000,-0.4296374086
1000,4.8450000000,-0.4268528968
1000,4.8500000000,-0.4240575189
1000,4.8550000000,-0.4212513458
1000,4.8600000000,-0.4184344485
1000,4.8650000000,-0.4156068985
1000,4.8700000000,-0.4127687674
1000,4.8750000000,-0.4099201271
1000,4.8800000000,-0.4070610498
1000,4.8850000000,-0.4041916079
1000,4.8900000000,-0.4013118741
1000,4.8950000000,-0.3984219214
1000,4.9000000000,-0.3955218228
1000,4.9050000000,-0.3926116518
1000,4.9100000000,-0.3896914821
1000,4.9150000000,-0.3867613877
1000,4.9200000000,-0.3838214426
1000,4.9250000000,-0.3808717214
1000,4.9300000000,-0.3779122986
1000,4.9350000000,-0.3749432490
1000,4.9400000000,-0.3719646480
1000,4.9450000000,-0.3689765707
1000,4.9500000000,-0.3659790928
1000,4.9550000000,-0.3629722902
1000,4.9600000000,-0.3599562387
1000,4.9650000000,-0.3569310148
1000,4.9700000000,-0.3538966949
1000,4.9750000000,-0.3508533558
1000,4.9800000000,-0.3478010743
1000,4.9850000000,-0.3447399277
1000,4.9900000000,-0.3416699933
1000,4.9950000000,-0.3385913488
1000,5.0000000000,-0.3355040718
